"","Estimate","Std.Error","Lower.CI","Upper.CI","Method","term","beta_true","bias","covered","param"
"33",0.967663987423547,0.0409753667939424,0.887353744254102,1.04797423059299,"chen-chen","x2",0.957424745844958,0.0102392415785888,TRUE,0
"34",0.16562329271906,0.0311313181645972,0.104607030325192,0.226639555112928,"pdc","(Intercept)",0,0.16562329271906,FALSE,0
"35",-0.277386194154833,0.0406982386994729,-0.357153276240014,-0.197619112069652,"pdc","x1",-0.288682968052701,0.0112967738978683,TRUE,0
"36",0.962803403998715,0.0409094817038522,0.882622293232964,1.04298451476446,"pdc","x2",0.957424745844958,0.00537865815375616,TRUE,0
"37",0.200773350826738,0.0123488072720363,0.176570133321521,0.224976568331956,"true","(Intercept)",0,0.200773350826738,FALSE,0.2
"38",0.482598228569292,0.0189963126818049,0.445366139873892,0.519830317264691,"true","x1",0.486415433274886,-0.00381720470559432,TRUE,0.2
"39",0.899715735211748,0.0203790167898473,0.85977359626331,0.939657874160186,"true","x2",0.873727661386547,0.0259880738252004,TRUE,0.2
"40",0.207790421436237,0.00738383930623369,0.193318362328387,0.222262480544086,"naive","(Intercept)",0,0.207790421436237,FALSE,0.2
"41",0.278260478263281,0.0133599708519938,0.252075416558868,0.304445539967694,"naive","x1",0.486415433274886,-0.208154955011605,FALSE,0.2
"42",0.908378482284027,0.0147188953734613,0.87952997745983,0.937226987108225,"naive","x2",0.873727661386547,0.0346508208974802,FALSE,0.2
"43",0.182379415494579,0.0366570598535346,0.110532898402522,0.254225932586636,"classical","(Intercept)",0,0.182379415494579,FALSE,0.2
"44",0.499246210578749,0.0629408039792757,0.375884501621373,0.622607919536124,"classical","x1",0.486415433274886,0.0128307773038627,TRUE,0.2
"45",0.992027206845375,0.0655061290017072,0.863637553235394,1.12041686045536,"classical","x2",0.873727661386547,0.118299545458828,TRUE,0.2
"46",0.225364976770926,0.031167667764905,0.164277470469602,0.286452483072249,"ppi","(Intercept)",0,0.225364976770926,FALSE,0.2
"47",0.431416803359213,0.0490778768546332,0.33522593228644,0.527607674431986,"ppi","x1",0.486415433274886,-0.0549986299156731,TRUE,0.2
"48",0.906306790205643,0.0459838311217526,0.816180137335836,0.99643344307545,"ppi","x2",0.873727661386547,0.0325791288190956,TRUE,0.2
"49",0.214091268685496,0.0308804564507396,0.153566686215889,0.274615851155104,"chen-chen","(Intercept)",0,0.214091268685496,FALSE,0.2
"50",0.449323161842517,0.0456209669895028,0.359907709603201,0.538738614081833,"chen-chen","x1",0.486415433274886,-0.037092271432369,TRUE,0.2
"51",0.941241815156872,0.0442836465541019,0.854447462806731,1.02803616750701,"chen-chen","x2",0.873727661386547,0.067514153770325,TRUE,0.2
"52",0.217157050105753,0.0309758300828055,0.156445538752222,0.277868561459284,"pdc","(Intercept)",0,0.217157050105753,FALSE,0.2
"53",0.433026575276769,0.0488031184708724,0.337374220740618,0.528678929812921,"pdc","x1",0.486415433274886,-0.0533888579981164,TRUE,0.2
"54",0.908419686111788,0.0458020510270283,0.818649315680747,0.99819005654283,"pdc","x2",0.873727661386547,0.0346920247252409,TRUE,0.2
"55",0.224296699060426,0.0119806125728792,0.200815129904855,0.247778268215997,"true","(Intercept)",0,0.224296699060426,FALSE,0.2
"56",-0.938397107926163,0.0177002578929838,-0.973088975913482,-0.903705239938844,"true","x1",-0.955914162256038,0.0175170543298744,TRUE,0.2
"57",-0.310160325238931,0.018188326414909,-0.345808789951211,-0.274511860526651,"true","x2",-0.293646240225101,-0.01651408501383,TRUE,0.2
"58",0.207709934021527,0.00736926605737845,0.193266437956572,0.222153430086483,"naive","(Intercept)",0,0.207709934021527,FALSE,0.2
"59",-0.828218679797447,0.0130682715970272,-0.853832021467809,-0.802605338127086,"naive","x1",-0.955914162256038,0.12769548245859,FALSE,0.2
"60",-0.460534495896425,0.0134980525691538,-0.486990192793395,-0.434078798999455,"naive","x2",-0.293646240225101,-0.166888255671324,FALSE,0.2
"61",0.176640563277782,0.0394706074731632,0.0992795941824646,0.254001532373099,"classical","(Intercept)",0,0.176640563277782,FALSE,0.2
"62",-1.04298239382732,0.0606755733637424,-1.16190433236157,-0.924060455293064,"classical","x1",-0.955914162256038,-0.087068231571279,TRUE,0.2
"63",-0.350112918696244,0.0606102278192709,-0.468906782316782,-0.231319055075705,"classical","x2",-0.293646240225101,-0.0564666784711424,TRUE,0.2
"64",0.199776992585293,0.0335195306548209,0.134079919723158,0.265474065447429,"ppi","(Intercept)",0,0.199776992585293,FALSE,0.2
"65",-0.967053788901626,0.0496972552623774,-1.06445861934638,-0.869648958456873,"ppi","x1",-0.955914162256038,-0.0111396266455883,TRUE,0.2
"66",-0.328934862124038,0.0461204443124191,-0.419329271927364,-0.238540452320711,"ppi","x2",-0.293646240225101,-0.0352886218989362,TRUE,0.2
"67",0.187119800237073,0.0331150599336746,0.122215475421186,0.252024125052961,"chen-chen","(Intercept)",0,0.187119800237073,FALSE,0.2
"68",-0.981090189511093,0.0460123864543111,-1.07127280980428,-0.890907569217905,"chen-chen","x1",-0.955914162256038,-0.0251760272550553,TRUE,0.2
"69",-0.324501415643236,0.0450293309790984,-0.412757282610203,-0.236245548676269,"chen-chen","x2",-0.293646240225101,-0.0308551754181345,TRUE,0.2
"70",0.195465263891012,0.0333415856851094,0.130116956760741,0.260813571021282,"pdc","(Intercept)",0,0.195465263891012,FALSE,0.2
"71",-0.977658920403758,0.049109361266834,-1.07391149979052,-0.881406341016997,"pdc","x1",-0.955914162256038,-0.0217447581477205,TRUE,0.2
"72",-0.323019846357654,0.0459134052963406,-0.413008467146072,-0.233031225569236,"pdc","x2",-0.293646240225101,-0.0293736061325524,TRUE,0.2
"73",0.185461783685477,0.0124236253275419,0.161111925486075,0.209811641884879,"true","(Intercept)",0,0.185461783685477,FALSE,0.4
"74",0.558543204708238,0.0186703675959495,0.521949956642053,0.595136452774422,"true","x1",0.53787790341787,0.0206653012903676,TRUE,0.4
"75",-0.841784950206098,0.0202548646564942,-0.88148375544456,-0.802086144967636,"true","x2",-0.843022752370775,0.00123780216467728,TRUE,0.4
"76",0.197023880236321,0.00812549166393386,0.18109820921833,0.212949551254312,"naive","(Intercept)",0,0.197023880236321,FALSE,0.4
"77",0.391279207276182,0.0138507534519211,0.364132229351673,0.418426185200691,"naive","x1",0.53787790341787,-0.146598696141688,FALSE,0.4
"78",-1.20692247259988,0.0178193350879148,-1.24184772760065,-1.17199721759912,"naive","x2",-0.843022752370775,-0.363899720229108,FALSE,0.4
"79",0.223440471140128,0.0386197549521303,0.147747142342191,0.299133799938066,"classical","(Intercept)",0,0.223440471140128,FALSE,0.4
"80",0.537877513700392,0.0550769588106984,0.429928658053427,0.645826369347357,"classical","x1",0.53787790341787,-3.8971747773342e-07,TRUE,0.4
"81",-0.811360232967246,0.0656861459758817,-0.940102713363215,-0.682617752571278,"classical","x2",-0.843022752370775,0.0316625194035286,TRUE,0.4
"82",0.233377515395923,0.0333391379863606,0.168034005667045,0.298721025124801,"ppi","(Intercept)",0,0.233377515395923,FALSE,0.4
"83",0.53204180785406,0.0521752067617975,0.429780281715007,0.634303333993114,"ppi","x1",0.53787790341787,-0.00583609556380948,TRUE,0.4
"84",-0.738022913030731,0.0768477197153054,-0.888641675966758,-0.587404150094704,"ppi","x2",-0.843022752370775,0.104999839340044,TRUE,0.4
"85",0.225526190988915,0.0318849685826957,0.163032800918641,0.28801958105919,"chen-chen","(Intercept)",0,0.225526190988915,FALSE,0.4
"86",0.534367775072767,0.0443080038615471,0.447525683277273,0.62120986686826,"chen-chen","x1",0.53787790341787,-0.00351012834510345,TRUE,0.4
"87",-0.775009459962843,0.0458663332355117,-0.864905821207358,-0.685113098718328,"chen-chen","x2",-0.843022752370775,0.0680132924079319,TRUE,0.4
"88",0.232767700378842,0.0327596105100163,0.16856004363165,0.296975357126034,"pdc","(Intercept)",0,0.232767700378842,FALSE,0.4
"89",0.532999255719479,0.0480428499827179,0.438837000038691,0.627161511400267,"pdc","x1",0.53787790341787,-0.00487864769839075,TRUE,0.4
"90",-0.778441231966297,0.0511722972573596,-0.8787370915969,-0.678145372335695,"pdc","x2",-0.843022752370775,0.0645815204044776,TRUE,0.4
"91",0.215305034939476,0.0120996534274577,0.191590149996242,0.23901991988271,"true","(Intercept)",0,0.215305034939476,FALSE,0.4
"92",0.834905645474676,0.0208063371539055,0.794125974002823,0.875685316946528,"true","x1",0.874322876382806,-0.0394172309081309,TRUE,0.4
"93",-0.473553402763549,0.0195418230356291,-0.511854672105637,-0.435252133421461,"true","x2",-0.485344730921946,0.0117913281583968,TRUE,0.4
"94",0.200012621676546,0.00693550163501143,0.186419288257205,0.213605955095887,"naive","(Intercept)",0,0.200012621676546,FALSE,0.4
"95",0.647298173668021,0.0132049162250198,0.621417013448114,0.673179333887929,"naive","x1",0.874322876382806,-0.227024702714785,FALSE,0.4
"96",-0.134211270756317,0.012272178874221,-0.158264299361624,-0.110158242151011,"naive","x2",-0.485344730921946,0.351133460165628,FALSE,0.4
"97",0.232291790584838,0.0380124219478764,0.15778881260186,0.306794768567815,"classical","(Intercept)",0,0.232291790584838,FALSE,0.4
"98",0.805797931808375,0.0574345535413354,0.69322827539922,0.918367588217529,"classical","x1",0.874322876382806,-0.0685249445744319,TRUE,0.4
"99",-0.552972004013849,0.0651212465253163,-0.680607301831823,-0.425336706195875,"classical","x2",-0.485344730921946,-0.0676272730919034,TRUE,0.4
"100",0.257546090816579,0.0313619372510887,0.19607782331904,0.319014358314118,"ppi","(Intercept)",0,0.257546090816579,FALSE,0.4
"101",0.831151704679652,0.0439917332414819,0.744929491908854,0.91737391745045,"ppi","x1",0.874322876382806,-0.0431711717031549,TRUE,0.4
"102",-0.46360406159929,0.0554080146223222,-0.57220177471391,-0.35500634848467,"ppi","x2",-0.485344730921946,0.0217406693226559,TRUE,0.4
"103",0.253852437152859,0.0306431045461898,0.193793055867832,0.313911818437887,"chen-chen","(Intercept)",0,0.253852437152859,FALSE,0.4
"104",0.817085379270323,0.0382035792735888,0.742207739813568,0.891963018727077,"chen-chen","x1",0.874322876382806,-0.0572374971124839,TRUE,0.4
"105",-0.461025970422579,0.0453432086301456,-0.54989702628115,-0.372154914564008,"chen-chen","x2",-0.485344730921946,0.0243187604993664,TRUE,0.4
"106",0.256916387904925,0.031325225059331,0.195520074981024,0.318312700828825,"pdc","(Intercept)",0,0.256916387904925,FALSE,0.4
"107",0.842108221087912,0.0436299667100704,0.756595057689492,0.927621384486331,"pdc","x1",0.874322876382806,-0.032214655294895,TRUE,0.4
"108",-0.469164496160702,0.0547851925452822,-0.576541500435547,-0.361787491885856,"pdc","x2",-0.485344730921946,0.0161802347612441,TRUE,0.4
"109",0.207374966449097,0.0123093950793758,0.183248995422046,0.231500937476148,"true","(Intercept)",0,0.207374966449097,FALSE,0.6
"110",0.517531494760934,0.0205836490389486,0.477188283974182,0.557874705547685,"true","x1",0.526907394083599,-0.0093758993226658,TRUE,0.6
"111",-0.831595926229768,0.0205390823641324,-0.87185178793897,-0.791340064520567,"true","x2",-0.849922701226429,0.0183267749966611,TRUE,0.6
"112",0.210330300641872,0.00709030458467716,0.196433559016485,0.224227042267258,"naive","(Intercept)",0,0.210330300641872,FALSE,0.6
"113",0.3419530773158,0.0118607597201504,0.318706415435022,0.365199739196578,"naive","x1",0.526907394083599,-0.184954316767799,FALSE,0.6
"114",-0.278709507749117,0.0115698454477467,-0.301385988133396,-0.256033027364839,"naive","x2",-0.849922701226429,0.571213193477312,FALSE,0.6
"115",0.123845594305944,0.0378445178696955,0.0496717022690587,0.19801948634283,"classical","(Intercept)",0,0.123845594305944,FALSE,0.6
"116",0.50180485288212,0.0612941723040099,0.381670482704068,0.621939223060171,"classical","x1",0.526907394083599,-0.0251025412014798,TRUE,0.6
"117",-0.841202233062175,0.0603642996633519,-0.959514086354328,-0.722890379770022,"classical","x2",-0.849922701226429,0.00872046816425398,TRUE,0.6
"118",0.169423491335732,0.0346456309210241,0.101519302508857,0.237327680162606,"ppi","(Intercept)",0,0.169423491335732,FALSE,0.6
"119",0.485848856086633,0.0549296666323051,0.378188687804523,0.593509024368742,"ppi","x1",0.526907394083599,-0.0410585379969668,TRUE,0.6
"120",-0.843143893975119,0.0618402790906145,-0.964348613786629,-0.721939174163609,"ppi","x2",-0.849922701226429,0.00677880725131019,TRUE,0.6
"121",0.179352183936629,0.0318969121608381,0.116835384883349,0.241868982989909,"chen-chen","(Intercept)",0,0.179352183936629,FALSE,0.6
"122",0.525868799926626,0.0489209663727391,0.429985467747163,0.62175213210609,"chen-chen","x1",0.526907394083599,-0.00103859415697305,TRUE,0.6
"123",-0.838373780082503,0.0447119317078935,-0.926007555909189,-0.750740004255817,"chen-chen","x2",-0.849922701226429,0.0115489211439264,TRUE,0.6
"124",0.15760895021319,0.0334014918809242,0.0921432290966715,0.223074671329708,"pdc","(Intercept)",0,0.15760895021319,FALSE,0.6
"125",0.490403764537594,0.0536531575692468,0.385245508045018,0.59556202103017,"pdc","x1",0.526907394083599,-0.0365036295460055,TRUE,0.6
"126",-0.850071631476679,0.0548192427487541,-0.957515372923995,-0.742627890029362,"pdc","x2",-0.849922701226429,-0.000148930250249535,TRUE,0.6
"127",0.217834234873726,0.0122332512230646,0.193857503062689,0.241810966684763,"true","(Intercept)",0,0.217834234873726,FALSE,0.6
"128",-1.00185569510543,0.0194568367457348,-1.03999039438015,-0.963720995830715,"true","x1",-0.998613139283016,-0.0032425558224155,TRUE,0.6
"129",-0.0475238973945788,0.01958077155305,-0.0859015044280633,-0.00914629036109433,"true","x2",-0.052647868440428,0.00512397104584917,TRUE,0.6
"130",0.205444604154459,0.01148921386621,0.182926158766009,0.227963049542909,"naive","(Intercept)",0,0.205444604154459,FALSE,0.6
"131",-1.61164903775625,0.0237715587134916,-1.65824043669108,-1.56505763882143,"naive","x1",-0.998613139283016,-0.613035898473238,FALSE,0.6
"132",0.0653893940446931,0.019261345480671,0.0276378506087946,0.103140937480592,"naive","x2",-0.052647868440428,0.118037262485121,FALSE,0.6
"133",0.177035628405594,0.0423116619375077,0.0941062948820449,0.259964961929143,"classical","(Intercept)",0,0.177035628405594,FALSE,0.6
"134",-1.04109689955954,0.0772448459622833,-1.19249401563696,-0.889699783482119,"classical","x1",-0.998613139283016,-0.0424837602765223,TRUE,0.6
"135",-0.00999744069686959,0.0605108371498365,-0.128596502184917,0.108601620791178,"classical","x2",-0.052647868440428,0.0426504277435584,TRUE,0.6
"136",0.20200133041325,0.03856136701883,0.126422439861712,0.277580220964787,"ppi","(Intercept)",0,0.20200133041325,FALSE,0.6
"137",-1.14593775675914,0.125553188230586,-1.39201748383526,-0.899858029683008,"ppi","x1",-0.998613139283016,-0.14732461747612,TRUE,0.6
"138",-0.119396047812154,0.0677075179500103,-0.252100344476774,0.013308248852465,"ppi","x2",-0.052647868440428,-0.0667481793717263,TRUE,0.6
"139",0.222181147944268,0.0355933379918092,0.152419487390761,0.291942808497775,"chen-chen","(Intercept)",0,0.222181147944268,FALSE,0.6
"140",-1.02047798254982,0.056689007593783,-1.13158639575296,-0.909369569346691,"chen-chen","x1",-0.998613139283016,-0.0218648432668077,TRUE,0.6
"141",-0.0534239905994315,0.0471786229717008,-0.145892392464159,0.0390444112652961,"chen-chen","x2",-0.052647868440428,-0.000776122159003537,TRUE,0.6
"142",0.200817355885483,0.0367440897438915,0.128800263342748,0.272834448428217,"pdc","(Intercept)",0,0.200817355885483,FALSE,0.6
"143",-1.06649191098053,0.0598752328718207,-1.18384521097525,-0.949138610985814,"pdc","x1",-0.998613139283016,-0.0678787716975152,TRUE,0.6
"144",-0.0582675738709905,0.0492002877291417,-0.154698365849116,0.0381632181071351,"pdc","x2",-0.052647868440428,-0.00561970543056255,TRUE,0.6
"145",0.184934121425283,0.0122870618624447,0.160851922699075,0.20901632015149,"true","(Intercept)",0,0.184934121425283,FALSE,0.8
"146",0.405321770432803,0.0180910156636365,0.369864031288325,0.44077950957728,"true","x1",0.424206518610107,-0.0188847481773041,TRUE,0.8
"147",-0.933800843017913,0.0190936247365476,-0.971223659835869,-0.896378026199956,"true","x2",-0.905565475031316,-0.0282353679865965,TRUE,0.8
"148",0.207838495008571,0.00796889126953394,0.192219755123569,0.223457234893574,"naive","(Intercept)",0,0.207838495008571,FALSE,0.8
"149",1.09965989487684,0.0150871857177789,1.07008955424192,1.12923023551175,"naive","x1",0.424206518610107,0.675453376266728,FALSE,0.8
"150",-0.540299398546822,0.014781756768767,-0.569271109441837,-0.511327687651808,"naive","x2",-0.905565475031316,0.365266076484494,FALSE,0.8
"151",0.213488398405938,0.0401426510795926,0.134810248045979,0.292166548765898,"classical","(Intercept)",0,0.213488398405938,FALSE,0.8
"152",0.394835504004325,0.0522687129684995,0.292390709067805,0.497280298940846,"classical","x1",0.424206518610107,-0.0293710146057818,TRUE,0.8
"153",-1.00648859663314,0.0597332225454092,-1.12356356150265,-0.889413631763619,"classical","x2",-0.905565475031316,-0.100923121601821,TRUE,0.8
"154",0.141568937594006,0.0411283095040661,0.0609589322210205,0.222178942966992,"ppi","(Intercept)",0,0.141568937594006,FALSE,0.8
"155",0.345603007158701,0.0716205859173503,0.205229238209038,0.485976776108364,"ppi","x1",0.424206518610107,-0.0786035114514058,TRUE,0.8
"156",-1.04726837019867,0.0646359300865243,-1.1739524652755,-0.92058427512183,"ppi","x2",-0.905565475031316,-0.14170289516735,FALSE,0.8
"157",0.16926051329997,0.0329124963399476,0.104753205832366,0.233767820767574,"chen-chen","(Intercept)",0,0.16926051329997,FALSE,0.8
"158",0.421875528570909,0.0436407302062357,0.336341269107658,0.50740978803416,"chen-chen","x1",0.424206518610107,-0.00233099003919784,TRUE,0.8
"159",-0.999345900009525,0.0476367809595686,-1.0927122750297,-0.905979524989347,"chen-chen","x2",-0.905565475031316,-0.0937804249782089,FALSE,0.8
"160",0.176320979667223,0.0352320444179327,0.10726744150636,0.245374517828087,"pdc","(Intercept)",0,0.176320979667223,FALSE,0.8
"161",0.38798862598332,0.0493950618888751,0.291176083666998,0.484801168299642,"pdc","x1",0.424206518610107,-0.0362178926267872,TRUE,0.8
"162",-1.01669844639161,0.0534268972048217,-1.12141324071878,-0.911983652064433,"pdc","x2",-0.905565475031316,-0.111132971360291,FALSE,0.8
"163",0.216083280634918,0.0118158709516933,0.192924599123626,0.239241962146209,"true","(Intercept)",0,0.216083280634918,FALSE,0.8
"164",0.904974407456286,0.0186881304043378,0.868346344925396,0.941602469987176,"true","x1",0.926627627204955,-0.0216532197486692,TRUE,0.8
"165",-0.390403366045482,0.0182740125600635,-0.426219772516239,-0.354586959574725,"true","x2",-0.375980372493717,-0.0144229935517654,TRUE,0.8
"166",0.203803226495005,0.00686393833851686,0.190350154559408,0.217256298430602,"naive","(Intercept)",0,0.203803226495005,FALSE,0.8
"167",0.147522675622735,0.0107940617568029,0.1263667033325,0.16867864791297,"naive","x1",0.926627627204955,-0.77910495158222,FALSE,0.8
"168",-0.163409998838585,0.0109195664688232,-0.18481195584427,-0.1420080418329,"naive","x2",-0.375980372493717,0.212570373655132,FALSE,0.8
"169",0.233788763522544,0.0389875731809524,0.157374524243258,0.310203002801831,"classical","(Intercept)",0,0.233788763522544,FALSE,0.8
"170",0.896370897905623,0.0564157919803745,0.785797977464786,1.00694381834646,"classical","x1",0.926627627204955,-0.030256729299332,TRUE,0.8
"171",-0.46593964645584,0.0540790733310113,-0.571932682501922,-0.359946610409757,"classical","x2",-0.375980372493717,-0.0899592739621227,TRUE,0.8
"172",0.201322051292839,0.0359468852429597,0.130867450860244,0.271776651725434,"ppi","(Intercept)",0,0.201322051292839,FALSE,0.8
"173",0.925033798720517,0.0613861831460819,0.804719090605816,1.04534850683522,"ppi","x1",0.926627627204955,-0.00159382848443868,TRUE,0.8
"174",-0.499439549029316,0.0518542394314264,-0.601071990760628,-0.397807107298003,"ppi","x2",-0.375980372493717,-0.123459176535599,FALSE,0.8
"175",0.209121744501928,0.0318131272659692,0.146769160825039,0.271474328178817,"chen-chen","(Intercept)",0,0.209121744501928,FALSE,0.8
"176",0.938662062125871,0.0440925239779052,0.852242303141708,1.02508182111003,"chen-chen","x1",0.926627627204955,0.0120344349209156,TRUE,0.8
"177",-0.454664006792843,0.0434319870108872,-0.539789137111193,-0.369538876474493,"chen-chen","x2",-0.375980372493717,-0.0786836342991263,TRUE,0.8
"178",0.214170578348436,0.0342313957222883,0.147078275592213,0.28126288110466,"pdc","(Intercept)",0,0.214170578348436,FALSE,0.8
"179",0.911979904538902,0.052262802544728,0.809546693820106,1.0144131152577,"pdc","x1",0.926627627204955,-0.0146477226660539,TRUE,0.8
"180",-0.482821992365785,0.0480852383645831,-0.577067327748391,-0.388576656983178,"pdc","x2",-0.375980372493717,-0.106841619872068,FALSE,0.8
